Company Name,Industry,Symbol,Series,ISIN Code
Campus Activewear Ltd.,CONSUMER GOODS,CAMPUS,EQ,INE278Y01022
Capacit'e Infraprojects Ltd.,CONSTRUCTION,CAPACITE,EQ,INE557Z01018
Capital Small Finance Bank Ltd.,FINANCIAL SERVICES,CAPITALSF,EQ,INE0K601015
Caplin Point Laboratories Ltd.,PHARMA,CAPLIPOINT,EQ,INE475E01026
CARE Ratings Ltd.,FINANCIAL SERVICES,CARERATING,EQ,INE752H01013
Castrol India Ltd.,ENERGY,CASTROLIND,EQ,INE172A01027
C.E. Info Systems Ltd. (MapmyIndia),IT,MAPMYINDIA,EQ,INE0BV301023
Century Enka Ltd.,TEXTILES,CENTENKA,EQ,INE485A01015
Century Extrusions Ltd.,METALS,CENTEXT,EQ,INE281A01026
Cera Sanitaryware Ltd.,CONSTRUCTION,CERA,EQ,INE739E01017
Chalet Hotels Ltd.,SERVICES,CHALET,EQ,INE427F01016
Chembond Chemicals Ltd.,CHEMICALS,CHEMBOND,EQ,INE995D01025
Chemplast Sanmar Ltd.,CHEMICALS,CHEMPLASTS,EQ,INE488A01050
Chennai Petroleum Corporation Ltd.,ENERGY,CHENNPETRO,EQ,INE178A01016
Choice International Ltd.,FINANCIAL SERVICES,CHOICEIN,EQ,INE102B01014
Cigniti Technologies Ltd.,IT,CIGNITITEC,EQ,INE675C01017
Cochin Shipyard Ltd.,INDUSTRIAL MANUFACTURING,COCHINSHIP,EQ,INE704P01017
Computer Age Management Services Ltd.,FINANCIAL SERVICES,CAMS,EQ,INE596I01012
Craftsman Automation Ltd.,INDUSTRIAL MANUFACTURING,CRAFTSMAN,EQ,INE00LO01017
Cupid Ltd.,CONSUMER GOODS,CUPID,EQ,INE509F01011
D.B.Corp Ltd.,MEDIA & ENTERTAINMENT,DBCORP,EQ,INE950I01011
Data Patterns (India) Ltd.,INDUSTRIAL MANUFACTURING,DATAPATTNS,EQ,INE0IX101010
DCM Shriram Ltd.,CONSUMER GOODS,DCMSHRIRAM,EQ,INE499A01024
Deep Industries Ltd.,ENERGY,DEEPINDS,EQ,INE0FHS01024
Delhivery Ltd.,SERVICES,DELHIVERY,EQ,INE148O01028
Den Networks Ltd.,MEDIA & ENTERTAINMENT,DEN,EQ,INE947J01015
Devyani International Ltd.,CONSUMER GOODS,DEVYANI,EQ,INE872J01023
Dhanuka Agritech Ltd.,FERTILISERS & PESTICIDES,DHANUKA,EQ,INE435G01025
Dharmaj Crop Guard Ltd.,FERTILISERS & PESTICIDES,DHARMAJ,EQ,INE0OGG01015
Dilip Buildcon Ltd.,CONSTRUCTION,DBL,EQ,INE917M01012
Dishman Carbogen Amcis Ltd.,PHARMA,DCAL,EQ,INE385W01011
Dodla Dairy Ltd.,CONSUMER GOODS,DODLA,EQ,INE021O01019
Dollar Industries Ltd.,TEXTILES,DOLLAR,EQ,INE325C01035
Dreamfolks Services Ltd.,SERVICES,DREAMFOLKS,EQ,INE0L6I01021
Dredging Corporation of India Ltd.,SERVICES,DREDGECORP,EQ,INE506A01018
Dynacons Systems & Solutions Ltd.,IT,DSSL,EQ,INE417B01040
E.I.D. Parry (India) Ltd.,FERTILISERS & PESTICIDES,EIDPARRY,EQ,INE126A01031
Easy Trip Planners Ltd.,SERVICES,EASEMYTRIP,EQ,INE07O01018
Edelweiss Financial Services Ltd.,FINANCIAL SERVICES,EDELWEISS,EQ,INE532F01054
Effluent Treatment Ltd.,SERVICES,EFFLUENT,EQ,INE0Q8F01019
EIH Associated Hotels Ltd.,SERVICES,EIHAHOTELS,EQ,INE276A01018
Elecon Engineering Company Ltd.,INDUSTRIAL MANUFACTURING,ELECON,EQ,INE205B01023
Electronics Mart India Ltd.,CONSUMER GOODS,EMIL,EQ,INE02YR01019
Elgi Rubber Co. Ltd.,AUTOMOBILE,ELGIRUBCO,EQ,INE819L01012
Emami Paper Mills Ltd.,PAPER,EMAMIPAP,EQ,INE830C01026
Emcure Pharmaceuticals Ltd.,PHARMA,EMCURE,EQ,INE647Y01014
Endurance Technologies Ltd.,AUTOMOBILE,ENDURANCE,EQ,INE913H01037
Epigral Ltd.,CHEMICALS,EPIGRAL,EQ,INE071N01016
Eris Lifesciences Ltd.,PHARMA,ERIS,EQ,INE406M01024
Esab India Ltd.,INDUSTRIAL MANUFACTURING,ESABINDIA,EQ,INE284A01012
Eveready Industries India Ltd.,CONSUMER GOODS,EVEREADY,EQ,INE128A01029
Exide Industries Ltd.,AUTOMOBILE,EXIDEIND,EQ,INE302A01020
Exxaro Tiles Ltd.,CONSTRUCTION,EXXARO,EQ,INE0GFE01018
FDC Ltd.,PHARMA,FDC,EQ,INE258B01022
Federal-Mogul Goetze (India) Ltd.,AUTOMOBILE,FMGOETZE,EQ,INE529A01010
Fiem Industries Ltd.,AUTOMOBILE,FIEMIND,EQ,INE737H01014
Fine Organic Industries Ltd.,CHEMICALS,FINEORG,EQ,INE686Y01026
Fino Payments Bank Ltd.,FINANCIAL SERVICES,FINOPB,EQ,INE02NC01014
Finolex Cables Ltd.,INDUSTRIAL MANUFACTURING,FINCABLES,EQ,INE235A01022
Five-Star Business Finance Ltd.,FINANCIAL SERVICES,FIVESTAR,EQ,INE128S01021
Foseco India Ltd.,CHEMICALS,FOSECOIND,EQ,INE519A01011
FSN E-Commerce Ventures Ltd. (Nykaa),CONSUMER GOODS,NYKAA,EQ,INE388Y01029
Gabriel India Ltd.,AUTOMOBILE,GABRIEL,EQ,INE524A01029
Ganesh Housing Corporation Ltd.,CONSTRUCTION,GANESHHOUC,EQ,INE460C01014
Garware Hi-Tech Films Ltd.,INDUSTRIAL MANUFACTURING,GHCL,EQ,INE539A01019
Gateway Distriparks Ltd.,SERVICES,GATEWAY,EQ,INE852F01015
General Insurance Corporation of India,FINANCIAL SERVICES,GICRE,EQ,INE481Y01014
Gensol Engineering Ltd.,ENERGY,GENSOL,EQ,INE0GLS01025
Gillette India Ltd.,CONSUMER GOODS,GILLETTE,EQ,INE322A01010
Gland Pharma Ltd.,PHARMA,GLAND,EQ,INE068V01023
Global Health Ltd.,HEALTHCARE SERVICES,GLOBAL,EQ,INE08V001013
GMM Pfaudler Ltd.,INDUSTRIAL MANUFACTURING,GMMPFAUDLR,EQ,INE541A01023
Go Fashion (India) Ltd.,CONSUMER GOODS,GOCOLORS,EQ,INE0BJS01011
Gokaldas Exports Ltd.,TEXTILES,GOKEX,EQ,INE887G01027
Goldiam International Ltd.,CONSUMER GOODS,GOLDIAM,EQ,INE025B01025
Goodluck India Ltd.,METALS,GOODLUCK,EQ,INE127I01024
Granules India Ltd.,PHARMA,GRANULES,EQ,INE101D01020
Graphite India Ltd.,INDUSTRIAL MANUFACTURING,GRAPHITE,EQ,INE371A01025
Great Eastern Shipping Co. Ltd.,SERVICES,GESHIP,EQ,INE017A01032
Greenlam Industries Ltd.,CONSUMER GOODS,GREENLAM,EQ,INE544R01021
Greenpanel Industries Ltd.,CONSUMER GOODS,GREENPANEL,EQ,INE08ZM01014
Gretex Corporate Services Ltd.,FINANCIAL SERVICES,GRETEX,EQ,INE0NIF01011
G R Infraprojects Ltd.,CONSTRUCTION,GRINFRA,EQ,INE201P01022
Gufic Biosciences Ltd.,PHARMA,GUFICBIO,EQ,INE742B01025
Gujarat Ambuja Exports Ltd.,CONSUMER GOODS,GAEL,EQ,INE036B01030
Gujarat Fluorochemicals Ltd.,CHEMICALS,FLUOROCHEM,EQ,INE09N301011
Gujarat Pipavav Port Ltd.,SERVICES,GPPL,EQ,INE517F01014
Gulf Oil Lubricants India Ltd.,ENERGY,GULFOILLUB,EQ,INE635Q01029
Happiest Minds Technologies Ltd.,IT,HAPPSTMNDS,EQ,INE419U01012
Hariom Pipe Industries Ltd.,METALS,HARIOMPIPE,EQ,INE0B1P01019
Hathway Cable & Datacom Ltd.,MEDIA & ENTERTAINMENT,HATHWAY,EQ,INE982F01036
HBL Power Systems Ltd.,INDUSTRIAL MANUFACTURING,HBLPOWER,EQ,INE292B01021
Heranba Industries Ltd.,FERTILISERS & PESTICIDES,HERANBA,EQ,INE694N01015
Heritage Foods Ltd.,CONSUMER GOODS,HERITGFOOD,EQ,INE978A01027
Hikal Ltd.,PHARMA,HIKAL,EQ,INE475B01022
Hind Rectifiers Ltd.,INDUSTRIAL MANUFACTURING,HIRECT,EQ,INE835D01023
Hindustan Foods Ltd.,CONSUMER GOODS,HNDFDS,EQ,INE254N01018
Hindustan Media Ventures Ltd.,MEDIA & ENTERTAINMENT,HMVL,EQ,INE871K01015
Home First Finance Company India Ltd.,FINANCIAL SERVICES,HOMEFIRST,EQ,INE481N01034
Honasa Consumer Ltd.,CONSUMER GOODS,HONASA,EQ,INE0J5401028
HPL Electric & Power Ltd.,INDUSTRIAL MANUFACTURING,HPLELECTRIC,EQ,INE495P01012
HSIL Ltd.,CONSTRUCTION,HSIL,EQ,INE415A01038
Ibulls Enterprises Ltd.,CONSTRUCTION,IBENTER,EQ,INE059901020
IFGL Refractories Ltd.,INDUSTRIAL MANUFACTURING,IFGLEXPOR,EQ,INE023B01020
India Glycols Ltd.,CHEMICALS,INDIAGLYCO,EQ,INE560A01015
India Pesticides Ltd.,FERTILISERS & PESTICIDES,IPL,EQ,INE0D6701023
Indiamart Intermesh Ltd.,CONSUMER GOODS,INDIAMART,EQ,INE933S01016
Indo Count Industries Ltd.,TEXTILES,ICIL,EQ,INE483B01026
Indo National Ltd.,CONSUMER GOODS,INDONATION,EQ,INE567A01028
Indoco Remedies Ltd.,PHARMA,INDOCO,EQ,INE873D01024
Indo Rama Synthetics (India) Ltd.,TEXTILES,INDORAMA,EQ,INE156A01020
Indo Tech Transformers Ltd.,INDUSTRIAL MANUFACTURING,INDOTECH,EQ,INE332H01014
Indowind Energy Ltd.,ENERGY,INDOWIND,EQ,INE227G01018
Ingersoll-Rand (India) Ltd.,INDUSTRIAL MANUFACTURING,INGERRAND,EQ,INE177A01018
Inox Green Energy Services Ltd.,ENERGY,INOXGREEN,EQ,INE510W01014
Inox Wind Ltd.,ENERGY,INOXWIND,EQ,INE066P01011
Intellect Design Arena Ltd.,IT,INTELLECT,EQ,INE306R01017
IRB Infrastructure Developers Ltd.,CONSTRUCTION,IRB,EQ,INE821I01014
IRCON International Ltd.,CONSTRUCTION,IRCON,EQ,INE962Y01013
Isgec Heavy Engineering Ltd.,INDUSTRIAL MANUFACTURING,ISGEC,EQ,INE858B01029
ITD Cementation India Ltd.,CONSTRUCTION,ITDCEM,EQ,INE686A01026
J.Kumar Infraprojects Ltd.,CONSTRUCTION,JKIL,EQ,INE576I01022
Jai Balaji Industries Ltd.,METALS,JAIBALAJI,EQ,INE091G01018
Jain Irrigation Systems Ltd.,INDUSTRIAL MANUFACTURING,JISLJALEQS,EQ,INE175A01038
Jamna Auto Industries Ltd.,AUTOMOBILE,JAMNAAUTO,EQ,INE039C01032
Jash Engineering Ltd.,INDUSTRIAL MANUFACTURING,JASH,EQ,INE039O01011
Jay Bharat Maruti Ltd.,AUTOMOBILE,JAYBARMARU,EQ,INE571B01028
JBM Auto Ltd.,AUTOMOBILE,JBMA,EQ,INE927D01044
Jindal Poly Films Ltd.,INDUSTRIAL MANUFACTURING,JINDALPOLY,EQ,INE197D01010
Jindal Worldwide Ltd.,TEXTILES,JINDWORLD,EQ,INE247D01039
Jio Financial Services Ltd.,FINANCIAL SERVICES,JIOFIN,EQ,INE758E01017
JSL Industries Ltd.,INDUSTRIAL MANUFACTURING,JSLINDL,EQ,INE581M01016
Jubilant Ingrevia Ltd.,CHEMICALS,JUBLINGREA,EQ,INE0BY001018
Just Dial Ltd.,IT,JUSTDIAL,EQ,INE599M01018
K.P.R. Mill Ltd.,TEXTILES,KPRMILL,EQ,INE930H01031
Kajaria Ceramics Ltd.,CONSTRUCTION,KAJARIACER,EQ,INE217B01036
Kalyani Steels Ltd.,METALS,KSL,EQ,INE907A01026
Kama Holdings Ltd.,FINANCIAL SERVICES,KAMA,EQ,INE411F01010
Kamdhenu Ltd.,METALS,KAMDHENU,EQ,INE390H01012
Kansai Nerolac Paints Ltd.,CONSUMER GOODS,KANSAINER,EQ,INE531A01024
Karur Vysya Bank Ltd.,FINANCIAL SERVICES,KARURVYSYA,EQ,INE036D01028
Kaveri Seed Company Ltd.,CONSUMER GOODS,KSCL,EQ,INE455I01029
Kaynes Technology India Ltd.,INDUSTRIAL MANUFACTURING,KAYNES,EQ,INE07X401015
KDDL Ltd.,CONSUMER GOODS,KDDL,EQ,INE291D01011
KEC International Ltd.,CONSTRUCTION,KEC,EQ,INE389H01022
Keltech Energies Ltd.,CHEMICALS,KELENERG,EQ,INE881E01017
Kennametal India Ltd.,INDUSTRIAL MANUFACTURING,KENNAMET,EQ,INE717A01029
Kfin Technologies Ltd.,FINANCIAL SERVICES,KFINTECH,EQ,INE0J1Z01013
KIOCL Ltd.,METALS,KIOCL,EQ,INE880L01014
Kirloskar Brothers Ltd.,INDUSTRIAL MANUFACTURING,KIRLOSBROS,EQ,INE732A01036
Kirloskar Industries Ltd.,INDUSTRIAL MANUFACTURING,KIRLIND,EQ,INE250A01039
KNR Constructions Ltd.,CONSTRUCTION,KNRCON,EQ,INE634I01029
Kokuyo Camlin Ltd.,CONSUMER GOODS,KOKUYOCMLN,EQ,INE760A01029
Kopran Ltd.,PHARMA,KOPRAN,EQ,INE082A01010
Krsnaa Diagnostics Ltd.,HEALTHCARE SERVICES,KRSNAA,EQ,INE08LI01020
KSolves India Ltd.,IT,KSOLVES,EQ,INE0D6I01015
Lakshmi Machine Works Ltd.,INDUSTRIAL MANUFACTURING,LAXMIMACH,EQ,INE269B01029
Landmark Cars Ltd.,AUTOMOBILE,LANDMARK,EQ,INE0J4301020
Latent View Analytics Ltd.,IT,LATENTVIEW,EQ,INE0I7B01023
Laxmi Organic Industries Ltd.,CHEMICALS,LXCHEM,EQ,INE576O01020
Lemon Tree Hotels Ltd.,SERVICES,LEMONTREE,EQ,INE970X01018
Lloyds Metals and Energy Ltd.,METALS,LLOYDSME,EQ,INE281B01032
LT Foods Ltd.,CONSUMER GOODS,LTFOODS,EQ,INE818H01020
Lumax Auto Technologies Ltd.,AUTOMOBILE,LUMAXTECH,EQ,INE872H01027
Lumax Industries Ltd.,AUTOMOBILE,LUMAXIND,EQ,INE162B01018
Macrotech Developers Ltd. (Lodha),CONSTRUCTION,MACROTECH,EQ,INE670K01029
Madhav Marbles and Granites Ltd.,CONSTRUCTION,MADHAV,EQ,INE925C01016
Magadh Sugar & Energy Ltd.,CONSUMER GOODS,MAGADSUGAR,EQ,INE347W01011
Mahanagar Telephone Nigam Ltd.,TELECOM,MTNL,EQ,INE153A01019
Mahindra EPC Irrigation Ltd.,INDUSTRIAL MANUFACTURING,MAHEPC,EQ,INE215D01010
Mallcom (India) Ltd.,INDUSTRIAL MANUFACTURING,MALLCOM,EQ,INE389C01015
Mangalam Cement Ltd.,CEMENT & CEMENT PRODUCTS,MANGLMCEM,EQ,INE347A01017
Man Industries (India) Ltd.,METALS,MANINDS,EQ,INE993A01026
Man Infraconstruction Ltd.,CONSTRUCTION,MANINFRA,EQ,INE949H01023
Mangalore Chemicals & Fertilizers Ltd.,FERTILISERS & PESTICIDES,MANGCHEFER,EQ,INE558B01017
Manorama Industries Ltd.,CONSUMER GOODS,MANORAMA,EQ,INE00VM01010
Marathon Nextgen Realty Ltd.,CONSTRUCTION,MARATHON,EQ,INE182D01020
Marksans Pharma Ltd.,PHARMA,MARKSANS,EQ,INE750C01026
Matrimony.com Ltd.,IT,MATRIMONY,EQ,INE866R01028
Max Healthcare Institute Ltd.,HEALTHCARE SERVICES,MAXHEALTH,EQ,INE027H01010
Mayur Uniquoters Ltd.,TEXTILES,MAYURUNIQ,EQ,INE040D01038
Mazagon Dock Shipbuilders Ltd.,INDUSTRIAL MANUFACTURING,MAZDOCK,EQ,INE249Z01012
Medplus Health Services Ltd.,HEALTHCARE SERVICES,MEDPLUS,EQ,INE804L01022
Metro Brands Ltd.,CONSUMER GOODS,METROBRAND,EQ,INE0I2I01014
Mishra Dhatu Nigam Ltd.,METALS,MIDHANI,EQ,INE099Z01011
Mold-Tek Packaging Ltd.,INDUSTRIAL MANUFACTURING,MOLDTKPAC,EQ,INE893J01029
Morepen Laboratories Ltd.,PHARMA,MOREPENLAB,EQ,INE083A01026
Mtar Technologies Ltd.,INDUSTRIAL MANUFACTURING,MTARTECH,EQ,INE864I01014
Mukand Ltd.,METALS,MUKANDLTD,EQ,INE304A01026
Munjal Auto Industries Ltd.,AUTOMOBILE,MUNJALAU,EQ,INE672B01032
Munjal Showa Ltd.,AUTOMOBILE,MUNJALSHOW,EQ,INE577A01027
Muthoot Capital Services Ltd.,FINANCIAL SERVICES,MUTHOOTCAP,EQ,INE296G01013
NACL Industries Ltd.,FERTILISERS & PESTICIDES,NACLIND,EQ,INE295D01020
Nagarjuna Fertilizers and Chemicals Ltd.,FERTILISERS & PESTICIDES,NAGAFERT,EQ,INE454M01024
Nahar Industrial Enterprises Ltd.,TEXTILES,NAHARINDUS,EQ,INE049I01012
Nahar Spinning Mills Ltd.,TEXTILES,NAHARSPING,EQ,INE290A01027
Natco Pharma Ltd.,PHARMA,NATCOPHARM,EQ,INE987B01026
National Fertilizers Ltd.,FERTILISERS & PESTICIDES,NFL,EQ,INE870D01012
Nava Bharat Ventures Ltd.,ENERGY,NBVENTURES,EQ,INE725A01022
Navin Fluorine International Ltd.,CHEMICALS,NAVINFLUOR,EQ,INE048G01026
Nazara Technologies Ltd.,MEDIA & ENTERTAINMENT,NAZARA,EQ,INE418L01021
Nectar Lifesciences Ltd.,PHARMA,NECLIFE,EQ,INE023H01027
Neogen Chemicals Ltd.,CHEMICALS,NEOGEN,EQ,INE614X01017
Newgen Software Technologies Ltd.,IT,NEWGEN,EQ,INE619B01017
Nilkamal Ltd.,INDUSTRIAL MANUFACTURING,NILKAMAL,EQ,INE310A01015
Nippon Life India Asset Management Ltd.,FINANCIAL SERVICES,NAM-INDIA,EQ,INE298J01013
NMDC Steel Ltd.,METALS,NMDCSTEEL,EQ,INE0NNS01018
Nuvama Wealth Management Ltd.,FINANCIAL SERVICES,NUVAMA,EQ,INE531F01015
Nuvoco Vistas Corporation Ltd.,CEMENT & CEMENT PRODUCTS,NUVOCO,EQ,INE118D01016
Olectra Greentech Ltd.,AUTOMOBILE,OLECTRA,EQ,INE260D01016
One97 Communications Ltd. (Paytm),IT,PAYTM,EQ,INE982J01020
Onmobile Global Ltd.,IT,ONMOBILE,EQ,INE839I01013
Orissa Minerals Development Company Ltd.,METALS,ORISSAMINE,EQ,INE725E01024
Paisalo Digital Ltd.,FINANCIAL SERVICES,PAISALO,EQ,INE420C01042
Paradeep Phosphates Ltd.,FERTILISERS & PESTICIDES,PARADEEP,EQ,INE088F01024
Parag Milk Foods Ltd.,CONSUMER GOODS,PARAGMILK,EQ,INE883N01014
Patel Engineering Ltd.,CONSTRUCTION,PATELENG,EQ,INE244B01030
PCBL Ltd.,CHEMICALS,PCBL,EQ,INE602A01023
PG Electroplast Ltd.,CONSUMER GOODS,PGEL,EQ,INE457L01011
Pitti Engineering Ltd.,INDUSTRIAL MANUFACTURING,PITTIENG,EQ,INE450D01021
Piramal Pharma Ltd.,PHARMA,PIRAMALPHL,EQ,INE0DK501011
Pokarna Ltd.,CONSTRUCTION,POKARNA,EQ,INE637C01025
Poly Medicure Ltd.,HEALTHCARE SERVICES,POLYMED,EQ,INE205C01021
Poonawalla Fincorp Ltd.,FINANCIAL SERVICES,POONAWALLA,EQ,INE511C01022
Power Mech Projects Ltd.,CONSTRUCTION,POWERMECH,EQ,INE211R01019
Prataap Snacks Ltd.,CONSUMER GOODS,DIAMONDYD,EQ,INE393P01035
Precision Camshafts Ltd.,AUTOMOBILE,PRECAM,EQ,INE484I01029
Precision Wires India Ltd.,METALS,PRECWIRE,EQ,INE372C01037
Prism Johnson Ltd.,CEMENT & CEMENT PRODUCTS,PRSMJOHNSN,EQ,INE010A01011
Prudent Corporate Advisory Services Ltd.,FINANCIAL SERVICES,PRUDENT,EQ,INE00F201020
PTC India Financial Services Ltd.,FINANCIAL SERVICES,PFIZER,EQ,INE182A01018
Puravankara Ltd.,CONSTRUCTION,PURVA,EQ,INE323I01011
Quess Corp Ltd.,SERVICES,QUESS,EQ,INE615P01015
R Systems International Ltd.,IT,RSYSTEMS,EQ,INE411H01032
R R Kabel Ltd.,INDUSTRIAL MANUFACTURING,RRKABEL,EQ,INE777K01022
Rachana Infrastructure Ltd.,CONSTRUCTION,RACHANA,EQ,INE02OY01016
Radiant Cash Management Services Ltd.,SERVICES,RADIANTCMS,EQ,INE855R01021
Rainbow Children's Medicare Ltd.,HEALTHCARE SERVICES,RAINBOW,EQ,INE08MJ01018
Ramco Industries Ltd.,CEMENT & CEMENT PRODUCTS,RAMCOIND,EQ,INE614A01028
Ramco Systems Ltd.,IT,RAMCOSYS,EQ,INE246B01019
Ramkrishna Forgings Ltd.,INDUSTRIAL MANUFACTURING,RAMKRISHNA,EQ,INE399G01023
Rashi Peripherals Ltd.,IT,RASHI,EQ,INE0J1F01024
RateGain Travel Technologies Ltd.,IT,RATEGAIN,EQ,INE0CLI01024
Rattanindia Enterprises Ltd.,SERVICES,RTNINDIA,EQ,INE834M01019
Rattanindia Power Ltd.,ENERGY,RTNPOWER,EQ,INE399K01017
RHI Magnesita India Ltd.,INDUSTRIAL MANUFACTURING,RHIM,EQ,INE743M01012
Rico Auto Industries Ltd.,AUTOMOBILE,RICOAUTO,EQ,INE209B01025
Rossari Biotech Ltd.,CHEMICALS,ROSSARI,EQ,INE02A801020
Route Mobile Ltd.,IT,ROUTE,EQ,INE450U01017
Rupa & Company Ltd.,TEXTILES,RUPA,EQ,INE895B01021
Sagar Cements Ltd.,CEMENT & CEMENT PRODUCTS,SAGCEM,EQ,INE229C01021
Sahyadri Industries Ltd.,CONSTRUCTION,SAHYADRI,EQ,INE280H01015
Sandhar Technologies Ltd.,AUTOMOBILE,SANDHAR,EQ,INE278H01035
Sanghi Industries Ltd.,CEMENT & CEMENT PRODUCTS,SANGHIIND,EQ,INE999B01013
Sansera Engineering Ltd.,AUTOMOBILE,SANSERA,EQ,INE953O01021
Sarda Energy & Minerals Ltd.,METALS,SARDAEN,EQ,INE385C01013
Saregama India Ltd.,MEDIA & ENTERTAINMENT,SAREGAMA,EQ,INE979A01025
Sastasundar Ventures Ltd.,FINANCIAL SERVICES,SASTASUNDR,EQ,INE019J01024
Satin Creditcare Network Ltd.,FINANCIAL SERVICES,SATIN,EQ,INE836B01017
SBFC Finance Ltd.,FINANCIAL SERVICES,SBFC,EQ,INE423Y01016
Senco Gold Ltd.,CONSUMER GOODS,SENCO,EQ,INE602W01019
Shaily Engineering Plastics Ltd.,INDUSTRIAL MANUFACTURING,SHAILY,EQ,INE151G01028
Shankara Building Products Ltd.,METALS,SHANKARA,EQ,INE274V01019
Share India Securities Ltd.,FINANCIAL SERVICES,SHAREINDIA,EQ,INE932X01018
Shivalik Bimetal Controls Ltd.,METALS,SBCL,EQ,INE386D01027
Shree Pushkar Chemicals & Fertilisers Ltd.,CHEMICALS,SHREEPUSHK,EQ,INE712K01011
Shyam Metalics and Energy Ltd.,METALS,SHYAMMETL,EQ,INE810G01011
Sigachi Industries Ltd.,CHEMICALS,SIGACHI,EQ,INE0D0K01022
Signatureglobal (India) Ltd.,CONSTRUCTION,SIGNATURE,EQ,INE903U01023
